1,2017-01-01,2017-01-01,오키나와,false ,true  ,1950,white,,2023-08-16,,COMPANY,400000000,k5,123,1
2,2017-01-01,2017-01-01,오키나와,true  ,true  ,1950,black,안전하게 와주세요~!,2023-08-16,,COMPANY,300000000,k3,456,1
3,2017-01-01,2017-01-01,알파 센타우리,true  ,false  ,1960,yellow,안전하게 와주세요~!,2023-09-01,거절,FEMALE,400000000,k5,789,1
4,2017-01-01,2017-01-01,경상북도 포항시 북구,true  ,false  ,1970,blue,,2023-09-01,거절,MALE,300000000,k3,456,1
5,2017-01-01,2017-01-01,알파 센타우리,true  ,,1980,white,,,,FEMALE,400000000,k5,546,1
6,2017-01-02,2017-01-02,경상북도 포항시 북구,false ,,2001,black,,,,MALE,300000000,k3,231,2
7,2017-01-02,2017-01-02,부산 해운대,true  ,true  ,2002,yellow,,2023-08-16,,FEMALE,400000000,k5,321,1
8,2017-01-02,2017-01-02,경상북도 포항시 북구,true  ,true  ,1970,blue,,2023-08-16,,MALE,300000000,k3,123,1
9,2017-01-02,2017-01-02,알파 센타우리,false ,false  ,1960,white,,2023-09-01,거절,FEMALE,400000000,k5,456,2
10,2017-01-02,2017-01-02,알파 센타우리,true  ,false  ,1980,black,,2023-09-01,거절,MALE,300000000,k3,789,1
11,2017-01-02,2017-01-02,알파 센타우리,true  ,,1970,yellow,,,,COMPANY,400000000,k5,654,1
12,2017-01-02,2017-01-02,알파 센타우리,false ,,1960,blue,,,,FEMALE,300000000,k3,319,1
13,2017-01-02,2017-01-02,오키나와,true  ,true  ,1950,white,,2023-08-16,,MALE,400000000,k5,987,1
14,2017-01-02,2017-01-02,경상북도 포항시 북구,true  ,true  ,2000,black,,2023-08-16,,FEMALE,300000000,k3,546,2
15,2017-01-02,2017-01-02,오키나와,true  ,false  ,1980,yellow,,2023-09-01,거절,MALE,400000000,k5,231,1
16,2017-01-02,2017-01-02,오키나와,true  ,false  ,1980,blue,,2023-09-01,거절,FEMALE,300000000,k3,321,1
17,2017-01-02,2017-01-02,오키나와,false ,,1950,white,,,,MALE,400000000,k5,123,1
18,2017-01-02,2017-01-02,알파 센타우리,true  ,,1950,black,,,,FEMALE,300000000,k3,456,1
19,2017-01-02,2017-01-02,경상북도 포항시 북구,false ,true  ,1960,yellow,,2023-08-16,,MALE,400000000,k5,789,1
20,2017-01-02,2017-01-02,알파 센타우리,true  ,true  ,1970,blue,,2023-08-16,,FEMALE,300000000,k3,654,1
21,2017-01-03,2017-01-03,경상북도 포항시 북구,true  ,false  ,1980,white,,2023-09-01,거절,MALE,400000000,k5,319,1
22,2017-01-03,2017-01-03,부산 해운대,true  ,false  ,1990,black,어디로 갈까요?,2023-09-01,거절,COMPANY,300000000,k3,987,2
23,2017-01-03,2017-01-03,경상북도 포항시 북구,false ,,2000,yellow,,,,FEMALE,400000000,k5,654,1
24,2017-01-03,2017-01-03,알파 센타우리,false ,,1970,blue,,,,MALE,300000000,k3,464,1
25,2017-01-03,2017-01-03,알파 센타우리,true  ,true  ,1960,white,,2023-08-16,,FEMALE,400000000,k5,456,2
26,2017-01-03,2017-01-03,알파 센타우리,false ,true  ,1980,black,,2023-08-16,,MALE,300000000,k3,123,1
27,2017-01-03,2017-01-03,알파 센타우리,true  ,false  ,1970,yellow,,2023-09-01,거절,FEMALE,400000000,k5,123,1
28,2017-01-03,2017-01-03,오키나와,false ,false  ,1960,blue,,2023-09-01,거절,MALE,300000000,k3,789,1
29,2017-01-03,2017-01-03,경상북도 포항시 북구,true  ,,1950,white,,,,FEMALE,400000000,k5,789,1
30,2017-01-03,2017-01-03,경상북도 포항시 북구,true  ,,2000,black,어디로 갈까요?,,,MALE,300000000,k3,456,1
31,2017-01-03,2017-01-03,경상북도 포항시 북구,true  ,true  ,1980,yellow,어디로 갈까요?,2023-08-16,,COMPANY,400000000,k5,456,1
32,2017-01-04,2017-01-04,경상북도 포항시 북구,false ,true  ,1980,blue,,2023-08-16,,FEMALE,300000000,k3,123,1
33,2017-01-04,2017-01-04,경상북도 포항시 북구,true  ,false  ,2001,white,,2023-09-01,거절,MALE,400000000,k5,123,2
34,2017-01-04,2017-01-04,알파 센타우리,true  ,false  ,2002,black,,2023-09-01,거절,FEMALE,300000000,k3,789,1
35,2017-01-04,2017-01-04,경상북도 포항시 북구,true  ,,1950,yellow,,,,MALE,400000000,k5,789,2
36,2017-01-04,2017-01-04,경상북도 포항시 북구,true  ,,1950,blue,,,,FEMALE,300000000,k3,456,1
37,2017-01-04,2017-01-04,경상북도 포항시 북구,false ,true  ,1960,white,,2023-08-16,,MALE,400000000,k5,456,1
38,2017-01-04,2017-01-04,알파 센타우리,true  ,true  ,1970,black,안전하게 와주세요~!,2023-08-16,,FEMALE,300000000,k3,789,1
39,2017-01-04,2017-01-04,알파 센타우리,true  ,false  ,1980,yellow,안전하게 와주세요~!,2023-09-01,거절,MALE,400000000,k5,464,1
40,2017-01-04,2017-01-04,알파 센타우리,true  ,false  ,2001,blue,안전하게 와주세요~!,2023-09-01,거절,FEMALE,300000000,k3,456,2
41,2017-01-04,2017-01-04,알파 센타우리,true  ,,2002,white,안전하게 와주세요~!,,,MALE,400000000,k5,123,1
42,2017-01-04,2017-01-04,오키나와,false ,,1970,black,안전하게 와주세요~!,,,COMPANY,300000000,k3,123,1
43,2017-01-04,2017-01-04,경상북도 포항시 북구,true  ,true  ,1960,yellow,안전하게 와주세요~!,2023-08-16,,FEMALE,400000000,k5,789,1
44,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,true  ,1980,blue,,2023-08-16,,MALE,300000000,k3,789,1
45,2017-01-05,2017-01-05,오키나와,false ,false  ,1970,white,,2023-09-01,거절,FEMALE,400000000,k5,456,1
46,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,false  ,1960,black,,2023-09-01,거절,MALE,300000000,k3,987,1
47,2017-01-05,2017-01-05,알파 센타우리,true  ,,1950,yellow,,,,FEMALE,400000000,k5,123,1
48,2017-01-05,2017-01-05,알파 센타우리,false ,,1970,blue,,,,MALE,300000000,k3,456,2
49,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,true  ,1960,white,,2023-08-16,,FEMALE,400000000,k5,459,1
50,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,true  ,2005,black,,2023-08-16,,MALE,300000000,k3,987,1
51,2017-01-05,2017-01-05,알파 센타우리,true  ,false  ,2004,yellow,가족 여행 갈겁니다!!,2023-09-01,거절,COMPANY,400000000,k5,654,2
52,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,false  ,2004,blue,,2023-09-01,거절,FEMALE,300000000,k3,321,1
53,2017-01-05,2017-01-05,경상북도 포항시 북구,false ,,2003,white,,,,MALE,400000000,k5,546,1
54,2017-01-05,2017-01-05,알파 센타우리,true  ,,2001,black,,,,FEMALE,300000000,k3,879,1
55,2017-01-05,2017-01-05,경상북도 포항시 북구,false ,true  ,2000,yellow,,2023-08-16,,MALE,400000000,k5,321,1
56,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,true  ,2000,blue,,2023-08-16,,FEMALE,300000000,k3,456,1
57,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,false  ,1980,white,,2023-09-01,거절,MALE,400000000,k5,457,1
58,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,false  ,1980,black,,2023-09-01,거절,FEMALE,300000000,k3,458,1
59,2017-01-05,2017-01-05,부산 해운대,false ,,1950,yellow,가족 여행 갈겁니다!!,,,MALE,400000000,k5,459,1
60,2017-01-05,2017-01-05,경상북도 포항시 북구,false ,,1970,blue,가족 여행 갈겁니다!!,,,FEMALE,300000000,k3,460,2
61,2017-01-06,2017-01-06,대구광역시,true  ,true  ,1950,white,,2023-08-16,,MALE,400000000,k5,461,1
62,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,true  ,1960,black,어디로 갈까요?,2023-08-16,,COMPANY,300000000,k3,462,1
63,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,false  ,1970,yellow,,2023-09-01,거절,COMPANY,400000000,k5,463,1
64,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,false  ,1980,blue,,2023-09-01,거절,FEMALE,300000000,k3,987,1
65,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,,1990,white,,,,MALE,400000000,k5,456,2
66,2017-01-06,2017-01-06,대구광역시,true  ,,2000,black,,,,FEMALE,300000000,k3,456,1
67,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,true  ,1970,yellow,,2023-08-16,,MALE,400000000,k5,123,1
68,2017-01-06,2017-01-06,알파 센타우리,false ,true  ,1960,blue,,2023-08-16,,FEMALE,300000000,k3,456,1
69,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,false  ,1980,white,가족 여행 갈겁니다!!,2023-09-01,거절,MALE,400000000,k5,987,1
70,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,false  ,1970,black,,2023-09-01,거절,FEMALE,300000000,k3,987,1
71,2017-01-06,2017-01-06,알파 센타우리,true  ,,1950,yellow,,,,MALE,400000000,k5,654,1
72,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,,1950,blue,,,,COMPANY,300000000,k3,321,1
73,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,true  ,1960,white,,2023-08-16,,FEMALE,400000000,k5,546,2
74,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,true  ,1970,black,,2023-08-16,,MALE,300000000,k3,879,1
75,2017-01-06,2017-01-06,부산 해운대,true  ,false  ,1980,yellow,,2023-09-01,거절,FEMALE,400000000,k5,321,1
76,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,false  ,2001,blue,,2023-09-01,거절,MALE,300000000,k3,456,2
77,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,,2002,white,,,,FEMALE,400000000,k5,457,1
78,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,,1970,black,,,,MALE,300000000,k3,458,1
79,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,true  ,1960,yellow,,2023-08-16,,FEMALE,400000000,k5,459,1
80,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,true  ,1980,blue,,2023-08-16,,MALE,300000000,k3,460,1
81,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,false  ,1970,white,,2023-09-01,거절,FEMALE,400000000,k5,461,1
82,2017-01-06,2017-01-06,부산 해운대,true  ,false  ,1960,black,,2023-09-01,거절,MALE,300000000,k3,462,1
83,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,,1950,yellow,,,,COMPANY,400000000,k5,463,1
84,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,,2000,blue,,,,FEMALE,300000000,k3,546,2
85,2017-01-06,2017-01-06,알파 센타우리,true  ,true  ,1980,white,,2023-08-16,,MALE,400000000,k5,879,1
86,2017-01-07,2017-01-07,경상북도 포항시 북구,true  ,true  ,1980,black,,2023-08-16,,FEMALE,300000000,k3,321,2
87,2017-01-07,2017-01-07,경상북도 포항시 북구,true  ,false  ,1950,yellow,,2023-09-01,거절,MALE,400000000,k5,456,1
88,2017-01-07,2017-01-07,알파 센타우리,true  ,false  ,1950,blue,,2023-09-01,거절,FEMALE,300000000,k3,457,1
89,2017-01-07,2017-01-07,경상북도 포항시 북구,false ,,1960,white,,,,MALE,400000000,k5,458,1
90,2017-01-07,2017-01-07,경상북도 포항시 북구,true  ,,1970,black,,,,FEMALE,300000000,k3,459,1
91,2017-01-07,2017-01-07,경상북도 포항시 북구,false ,true  ,1980,yellow,,2023-08-16,,MALE,400000000,k5,460,2
92,2017-01-07,2017-01-07,알파 센타우리,true  ,true  ,1990,black,,2023-08-16,,COMPANY,300000000,k3,461,1
93,2017-01-07,2017-01-07,경상북도 포항시 북구,true  ,false  ,2000,white,,2023-09-01,거절,FEMALE,400000000,k5,462,1
94,2017-01-07,2017-01-07,경상북도 포항시 북구,true  ,false  ,1970,black,,2023-09-01,거절,MALE,300000000,k3,463,1
95,2017-01-07,2017-01-07,알파 센타우리,false ,,1960,yellow,,,,FEMALE,400000000,k5,654,1
96,2017-01-07,2017-01-07,경상북도 포항시 북구,false ,,1980,black,,,,MALE,300000000,k3,321,1
97,2017-01-07,2017-01-07,경상북도 포항시 북구,true  ,true  ,1970,white,,2023-08-16,,FEMALE,400000000,k5,546,1
98,2017-01-07,2017-01-07,경상북도 포항시 북구,false ,true  ,1960,black,,2023-08-16,,MALE,300000000,k3,879,1
99,2017-01-07,2017-01-07,대구광역시,true  ,false  ,1950,yellow,,2023-09-01,거절,FEMALE,400000000,k5,321,2
100,2017-01-07,2017-01-07,대구광역시,false ,false  ,2000,black,,2023-09-01,거절,MALE,300000000,k3,456,1
101,2017-01-07,2017-01-07,경상북도 포항시 북구,true  ,,1980,white,,,,FEMALE,400000000,k5,123,1
102,2017-01-07,2017-01-07,경상북도 포항시 북구,true  ,,1980,black,,,,MALE,300000000,k3,456,2
103,2017-01-08,2017-01-08,경상북도 포항시 북구,true  ,true  ,2001,yellow,,2023-08-16,,COMPANY,400000000,k5,789,1
104,2017-01-08,2017-01-08,경상북도 포항시 북구,false ,true  ,2002,black,,2023-08-16,,FEMALE,300000000,k3,456,1
105,2017-01-08,2017-01-08,경상북도 포항시 북구,true  ,false  ,1950,white,,2023-09-01,거절,MALE,400000000,k5,546,1
106,2017-01-08,2017-01-08,경상북도 포항시 북구,true  ,false  ,1950,black,,2023-09-01,거절,FEMALE,300000000,k3,231,1
107,2017-01-08,2017-01-08,경상북도 포항시 북구,true  ,,1960,yellow,,,,MALE,400000000,k5,321,1
108,2017-01-08,2017-01-08,경상북도 포항시 북구,true  ,,1970,black,,,,FEMALE,300000000,k3,123,1
109,2017-01-08,2017-01-08,알파 센타우리,false ,true  ,1980,white,,2023-08-16,,MALE,400000000,k5,456,1
110,2017-01-08,2017-01-08,경상북도 포항시 북구,true  ,true  ,2001,black,,2023-08-16,,FEMALE,300000000,k3,789,1
111,2017-01-08,2017-01-08,경상북도 포항시 북구,true  ,false  ,2002,yellow,,2023-09-01,거절,MALE,400000000,k5,654,2
