1,2017-01-01,2017-01-01,오키나와,false ,true  ,white,,2023-08-16,,400000000,k5,123,1,1950,COMPANY
2,2017-01-01,2017-01-01,오키나와,true  ,true  ,black,안전하게 와주세요~!,2023-08-16,,300000000,k3,456,1,1950,COMPANY
3,2017-01-01,2017-01-01,알파 센타우리,true  ,false  ,yellow,안전하게 와주세요~!,2023-09-01,거절,400000000,k5,789,1,1960,FEMALE
4,2017-01-01,2017-01-01,경상북도 포항시 북구,true  ,false  ,blue,,2023-09-01,거절,300000000,k3,456,1,1970,MALE
5,2017-01-01,2017-01-01,알파 센타우리,true  ,null,white,,,,400000000,k5,546,1,1980,FEMALE
6,2017-01-02,2017-01-02,경상북도 포항시 북구,false ,null,black,,,,300000000,k3,231,2,2001,MALE
7,2017-01-02,2017-01-02,부산 해운대,true  ,true  ,yellow,,2023-08-16,,400000000,k5,321,1,2002,FEMALE
8,2017-01-02,2017-01-02,경상북도 포항시 북구,true  ,true  ,blue,,2023-08-16,,300000000,k3,123,1,1970,MALE
9,2017-01-02,2017-01-02,알파 센타우리,false ,false  ,white,,2023-09-01,거절,400000000,k5,456,2,1960,FEMALE
10,2017-01-02,2017-01-02,알파 센타우리,true  ,false  ,black,,2023-09-01,거절,300000000,k3,789,1,1980,MALE
11,2017-01-02,2017-01-02,알파 센타우리,true  ,null,yellow,,,,400000000,k5,654,1,1970,COMPANY
12,2017-01-02,2017-01-02,알파 센타우리,false ,null,blue,,,,300000000,k3,319,1,1960,FEMALE
13,2017-01-02,2017-01-02,오키나와,true  ,true  ,white,,2023-08-16,,400000000,k5,987,1,1950,MALE
14,2017-01-02,2017-01-02,경상북도 포항시 북구,true  ,true  ,black,,2023-08-16,,300000000,k3,546,2,2000,FEMALE
15,2017-01-02,2017-01-02,오키나와,true  ,false  ,yellow,,2023-09-01,거절,400000000,k5,231,1,1980,MALE
16,2017-01-02,2017-01-02,오키나와,true  ,false  ,blue,,2023-09-01,거절,300000000,k3,321,1,1980,FEMALE
17,2017-01-02,2017-01-02,오키나와,false ,null,white,,,,400000000,k5,123,1,1950,MALE
18,2017-01-02,2017-01-02,알파 센타우리,true  ,null,black,,,,300000000,k3,456,1,1950,FEMALE
19,2017-01-02,2017-01-02,경상북도 포항시 북구,false ,true  ,yellow,,2023-08-16,,400000000,k5,789,1,1960,MALE
20,2017-01-02,2017-01-02,알파 센타우리,true  ,true  ,blue,,2023-08-16,,300000000,k3,654,1,1970,FEMALE
21,2017-01-03,2017-01-03,경상북도 포항시 북구,true  ,false  ,white,,2023-09-01,거절,400000000,k5,319,1,1980,MALE
22,2017-01-03,2017-01-03,부산 해운대,true  ,false  ,black,어디로 갈까요?,2023-09-01,거절,300000000,k3,987,2,1990,COMPANY
23,2017-01-03,2017-01-03,경상북도 포항시 북구,false ,null,yellow,,,,400000000,k5,654,1,2000,FEMALE
24,2017-01-03,2017-01-03,알파 센타우리,false ,null,blue,,,,300000000,k3,464,1,1970,MALE
25,2017-01-03,2017-01-03,알파 센타우리,true  ,true  ,white,,2023-08-16,,400000000,k5,456,2,1960,FEMALE
26,2017-01-03,2017-01-03,알파 센타우리,false ,true  ,black,,2023-08-16,,300000000,k3,123,1,1980,MALE
27,2017-01-03,2017-01-03,알파 센타우리,true  ,false  ,yellow,,2023-09-01,거절,400000000,k5,123,1,1970,FEMALE
28,2017-01-03,2017-01-03,오키나와,false ,false  ,blue,,2023-09-01,거절,300000000,k3,789,1,1960,MALE
29,2017-01-03,2017-01-03,경상북도 포항시 북구,true  ,null,white,,,,400000000,k5,789,1,1950,FEMALE
30,2017-01-03,2017-01-03,경상북도 포항시 북구,true  ,null,black,어디로 갈까요?,,,300000000,k3,456,1,2000,MALE
31,2017-01-03,2017-01-03,경상북도 포항시 북구,true  ,true  ,yellow,어디로 갈까요?,2023-08-16,,400000000,k5,456,1,1980,COMPANY
32,2017-01-04,2017-01-04,경상북도 포항시 북구,false ,true  ,blue,,2023-08-16,,300000000,k3,123,1,1980,FEMALE
33,2017-01-04,2017-01-04,경상북도 포항시 북구,true  ,false  ,white,,2023-09-01,거절,400000000,k5,123,2,2001,MALE
34,2017-01-04,2017-01-04,알파 센타우리,true  ,false  ,black,,2023-09-01,거절,300000000,k3,789,1,2002,FEMALE
35,2017-01-04,2017-01-04,경상북도 포항시 북구,true  ,null,yellow,,,,400000000,k5,789,2,1950,MALE
36,2017-01-04,2017-01-04,경상북도 포항시 북구,true  ,null,blue,,,,300000000,k3,456,1,1950,FEMALE
37,2017-01-04,2017-01-04,경상북도 포항시 북구,false ,true  ,white,,2023-08-16,,400000000,k5,456,1,1960,MALE
38,2017-01-04,2017-01-04,알파 센타우리,true  ,true  ,black,안전하게 와주세요~!,2023-08-16,,300000000,k3,789,1,1970,FEMALE
39,2017-01-04,2017-01-04,알파 센타우리,true  ,false  ,yellow,안전하게 와주세요~!,2023-09-01,거절,400000000,k5,464,1,1980,MALE
40,2017-01-04,2017-01-04,알파 센타우리,true  ,false  ,blue,안전하게 와주세요~!,2023-09-01,거절,300000000,k3,456,2,2001,FEMALE
41,2017-01-04,2017-01-04,알파 센타우리,true  ,null,white,안전하게 와주세요~!,,,400000000,k5,123,1,2002,MALE
42,2017-01-04,2017-01-04,오키나와,false ,null,black,안전하게 와주세요~!,,,300000000,k3,123,1,1970,COMPANY
43,2017-01-04,2017-01-04,경상북도 포항시 북구,true  ,true  ,yellow,안전하게 와주세요~!,2023-08-16,,400000000,k5,789,1,1960,FEMALE
44,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,true  ,blue,,2023-08-16,,300000000,k3,789,1,1980,MALE
45,2017-01-05,2017-01-05,오키나와,false ,false  ,white,,2023-09-01,거절,400000000,k5,456,1,1970,FEMALE
46,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,false  ,black,,2023-09-01,거절,300000000,k3,987,1,1960,MALE
47,2017-01-05,2017-01-05,알파 센타우리,true  ,null,yellow,,,,400000000,k5,123,1,1950,FEMALE
48,2017-01-05,2017-01-05,알파 센타우리,false ,null,blue,,,,300000000,k3,456,2,1970,MALE
49,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,true  ,white,,2023-08-16,,400000000,k5,459,1,1960,FEMALE
50,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,true  ,black,,2023-08-16,,300000000,k3,987,1,2005,MALE
51,2017-01-05,2017-01-05,알파 센타우리,true  ,false  ,yellow,가족 여행 갈겁니다!!,2023-09-01,거절,400000000,k5,654,2,2004,COMPANY
52,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,false  ,blue,,2023-09-01,거절,300000000,k3,321,1,2004,FEMALE
53,2017-01-05,2017-01-05,경상북도 포항시 북구,false ,null,white,,,,400000000,k5,546,1,2003,MALE
54,2017-01-05,2017-01-05,알파 센타우리,true  ,null,black,,,,300000000,k3,879,1,2001,FEMALE
55,2017-01-05,2017-01-05,경상북도 포항시 북구,false ,true  ,yellow,,2023-08-16,,400000000,k5,321,1,2000,MALE
56,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,true  ,blue,,2023-08-16,,300000000,k3,456,1,2000,FEMALE
57,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,false  ,white,,2023-09-01,거절,400000000,k5,457,1,1980,MALE
58,2017-01-05,2017-01-05,경상북도 포항시 북구,true  ,false  ,black,,2023-09-01,거절,300000000,k3,458,1,1980,FEMALE
59,2017-01-05,2017-01-05,부산 해운대,false ,null,yellow,가족 여행 갈겁니다!!,,,400000000,k5,459,1,1950,MALE
60,2017-01-05,2017-01-05,경상북도 포항시 북구,false ,null,blue,가족 여행 갈겁니다!!,,,300000000,k3,460,2,1970,FEMALE
61,2017-01-06,2017-01-06,대구광역시,true  ,true  ,white,,2023-08-16,,400000000,k5,461,1,1950,MALE
62,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,true  ,black,어디로 갈까요?,2023-08-16,,300000000,k3,462,1,1960,COMPANY
63,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,false  ,yellow,,2023-09-01,거절,400000000,k5,463,1,1970,COMPANY
64,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,false  ,blue,,2023-09-01,거절,300000000,k3,987,1,1980,FEMALE
65,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,null,white,,,,400000000,k5,456,2,1990,MALE
66,2017-01-06,2017-01-06,대구광역시,true  ,null,black,,,,300000000,k3,456,1,2000,FEMALE
67,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,true  ,yellow,,2023-08-16,,400000000,k5,123,1,1970,MALE
68,2017-01-06,2017-01-06,알파 센타우리,false ,true  ,blue,,2023-08-16,,300000000,k3,456,1,1960,FEMALE
69,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,false  ,white,가족 여행 갈겁니다!!,2023-09-01,거절,400000000,k5,987,1,1980,MALE
70,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,false  ,black,,2023-09-01,거절,300000000,k3,987,1,1970,FEMALE
71,2017-01-06,2017-01-06,알파 센타우리,true  ,null,yellow,,,,400000000,k5,654,1,1950,MALE
72,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,null,blue,,,,300000000,k3,321,1,1950,COMPANY
73,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,true  ,white,,2023-08-16,,400000000,k5,546,2,1960,FEMALE
74,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,true  ,black,,2023-08-16,,300000000,k3,879,1,1970,MALE
75,2017-01-06,2017-01-06,부산 해운대,true  ,false  ,yellow,,2023-09-01,거절,400000000,k5,321,1,1980,FEMALE
76,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,false  ,blue,,2023-09-01,거절,300000000,k3,456,2,2001,MALE
77,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,null,white,,,,400000000,k5,457,1,2002,FEMALE
78,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,null,black,,,,300000000,k3,458,1,1970,MALE
79,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,true  ,yellow,,2023-08-16,,400000000,k5,459,1,1960,FEMALE
80,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,true  ,blue,,2023-08-16,,300000000,k3,460,1,1980,MALE
81,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,false  ,white,,2023-09-01,거절,400000000,k5,461,1,1970,FEMALE
82,2017-01-06,2017-01-06,부산 해운대,true  ,false  ,black,,2023-09-01,거절,300000000,k3,462,1,1960,MALE
83,2017-01-06,2017-01-06,경상북도 포항시 북구,true  ,null,yellow,,,,400000000,k5,463,1,1950,COMPANY
84,2017-01-06,2017-01-06,경상북도 포항시 북구,false ,null,blue,,,,300000000,k3,546,2,2000,FEMALE
85,2017-01-06,2017-01-06,알파 센타우리,true  ,true  ,white,,2023-08-16,,400000000,k5,879,1,1980,MALE
86,2017-01-07,2017-01-07,경상북도 포항시 북구,true  ,true  ,black,,2023-08-16,,300000000,k3,321,2,1980,FEMALE
87,2017-01-07,2017-01-07,경상북도 포항시 북구,true  ,false  ,yellow,,2023-09-01,거절,400000000,k5,456,1,1950,MALE
88,2017-01-07,2017-01-07,알파 센타우리,true  ,false  ,blue,,2023-09-01,거절,300000000,k3,457,1,1950,FEMALE
